BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
17.0,5.0,0.0,6.0,34.0,9.0,0.23,16.0,8.0,0.89,38.0,1.0,0.0,39.0,0.0,55.46,14.67,11930.29,0.27,155.0,0.07,662.79,813.43,0.11,9.0,17.0,31.0,0.17,72.0,83.0,27.0,11.0,53.0,13.33,39.0,0
5.0,2.0,3.0,16.0,8.0,3.0,0.14,4.0,2.0,0.67,12.0,1.0,0.0,18.0,0.0,20.0,13.0,3380.73,0.09,56.0,0.08,187.82,260.06,0.33,2.0,4.0,11.0,0.07,24.0,32.0,12.0,13.0,44.0,51.35,21.0,1
7.0,1.0,1.0,0.0,10.0,4.0,0.25,4.0,2.0,0.5,12.0,3.0,0.67,15.0,0.0,14.41,13.0,2434.85,0.06,42.0,0.08,135.27,187.3,0.75,3.0,5.0,10.0,0.19,18.0,24.0,9.0,13.0,21.0,6.25,16.0,0
9.0,4.0,0.0,2.0,16.0,5.0,0.23,8.0,1.0,0.2,21.0,1.0,0.0,22.0,0.0,24.26,11.05,2959.73,0.09,62.0,0.09,164.43,267.96,0.2,4.0,8.0,18.0,0.16,27.0,35.0,11.0,9.0,31.0,8.33,22.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.01,6.0,0.0,0.0,15.51,1.0,0.0,0.0,2.0,0.2,0.0,6.0,0.0,6.0,5.0,0.0,2.0,0
21.0,1.0,1.0,30.0,40.0,11.0,0.15,20.0,2.0,0.18,63.0,1.0,0.0,73.0,0.0,53.19,34.59,63638.79,0.61,326.0,0.03,3535.49,1839.9,0.09,10.0,20.0,54.0,0.1,147.0,179.0,34.0,16.0,115.0,29.81,74.0,0
33.0,17.0,0.0,0.0,64.0,17.0,0.15,32.0,17.0,1.0,97.0,1.0,0.0,113.0,0.0,224.73,8.78,17341.46,0.66,337.0,0.11,963.41,1974.14,0.06,16.0,32.0,82.0,0.13,128.0,209.0,51.0,7.0,133.0,0.0,113.0,0
5.0,2.0,1.0,0.0,4.0,3.0,0.15,2.0,3.0,1.0,11.0,1.0,0.0,19.0,0.0,27.01,11.11,3335.11,0.1,59.0,0.09,185.28,300.16,0.33,1.0,2.0,10.0,0.13,25.0,34.0,18.0,16.0,23.0,5.0,20.0,0
3.0,2.0,2.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,8.0,1.0,0.0,5.0,0.0,9.67,8.8,748.97,0.03,23.0,0.11,41.61,85.11,0.5,1.0,2.0,8.0,0.22,11.0,12.0,5.0,8.0,9.0,28.57,7.0,0
18.0,3.0,1.0,4.0,14.0,12.0,0.21,6.0,5.0,0.42,37.0,3.0,0.18,55.0,0.0,41.18,23.8,23325.94,0.33,161.0,0.04,1295.89,980.08,0.25,4.0,7.0,27.0,0.16,68.0,93.0,40.0,28.0,75.0,8.33,56.0,0
5.0,4.0,0.0,1.0,6.0,3.0,0.02,2.0,2.0,0.67,50.0,3.0,1.0,181.0,0.0,156.05,38.68,233406.68,2.0,975.0,0.03,12967.04,6035.08,1.0,2.0,3.0,49.0,0.01,357.0,618.0,60.0,13.0,230.0,0.55,181.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,2.67,1.5,6.0,0.0,4.0,0.67,0.33,4.0,1.0,0.0,0.0,2.0,0.17,3.0,1.0,1.0,1.0,6.0,0.0,5.0,0
9.0,0.0,1.0,8.0,12.0,5.0,0.16,4.0,1.0,0.2,13.0,5.0,1.0,31.0,0.0,51.01,31.25,49810.99,0.53,281.0,0.03,2767.28,1593.95,1.0,4.0,6.0,10.0,0.1,125.0,156.0,34.0,17.0,48.0,22.5,32.0,0
9.0,10.0,3.0,35.0,16.0,5.0,0.13,8.0,4.0,0.8,29.0,1.0,0.0,36.0,0.0,34.2,13.54,6269.41,0.15,101.0,0.07,348.3,463.08,0.2,4.0,8.0,26.0,0.06,32.0,69.0,13.0,11.0,86.0,51.35,39.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,25.91,3.33,287.9,0.03,26.0,0.3,15.99,86.37,1.0,0.0,0.0,2.0,0.13,10.0,16.0,6.0,4.0,8.0,0.0,6.0,0
17.0,5.0,1.0,2.0,32.0,9.0,0.19,16.0,2.0,0.22,41.0,1.0,0.0,46.0,0.0,38.9,17.66,12130.35,0.23,140.0,0.06,673.91,686.96,0.11,8.0,16.0,34.0,0.17,61.0,79.0,19.0,11.0,53.0,6.12,47.0,0
1.0,2.0,0.0,11.0,0.0,1.0,0.04,0.0,1.0,1.0,13.0,1.0,0.0,25.0,0.0,89.86,8.16,5983.08,0.24,148.0,0.12,332.39,733.22,1.0,0.0,0.0,14.0,0.02,68.0,80.0,25.0,6.0,42.0,30.56,25.0,1
3.0,2.0,2.0,1.0,4.0,2.0,0.2,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,15.9,5.79,532.29,0.03,23.0,0.17,29.57,92.0,0.5,1.0,2.0,7.0,0.13,9.0,14.0,7.0,9.0,15.0,27.27,10.0,0
19.0,6.0,3.0,7.0,34.0,10.0,0.2,16.0,9.0,0.9,51.0,3.0,0.22,47.0,0.0,21.37,45.0,43272.27,0.32,186.0,0.02,2404.02,961.61,0.3,9.0,17.0,43.0,0.15,72.0,114.0,16.0,20.0,67.0,17.54,50.0,0
15.0,3.0,3.0,6.0,24.0,8.0,0.31,10.0,6.0,0.75,25.0,1.0,0.0,23.0,0.0,32.11,12.71,5184.89,0.14,84.0,0.08,288.05,408.07,0.13,7.0,12.0,19.0,0.21,36.0,48.0,17.0,12.0,38.0,28.13,26.0,1
1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,20.97,3.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.13,7.0,10.0,7.0,6.0,8.0,0.0,2.0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,8.0,3.0,72.0,0.01,8.0,0.33,4.0,24.0,1.0,0.0,0.0,3.0,0.25,2.0,6.0,2.0,6.0,4.0,0.0,2.0,0
9.0,5.0,3.0,0.0,16.0,5.0,0.11,8.0,5.0,1.0,21.0,1.0,0.0,43.0,0.0,40.64,16.79,11459.28,0.23,131.0,0.06,636.63,682.44,0.2,4.0,8.0,18.0,0.09,62.0,69.0,24.0,13.0,56.0,6.52,46.0,1
12.0,2.0,1.0,10.0,16.0,7.0,0.17,8.0,7.0,1.0,28.0,1.0,0.0,41.0,0.0,37.15,19.83,14600.75,0.25,146.0,0.05,811.15,736.48,0.14,4.0,8.0,23.0,0.11,61.0,85.0,20.0,13.0,61.0,21.15,42.0,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,2.0,0.5,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,2.0,0.25,1.0,5.0,1.0,5.0,4.0,0.0,2.0,0
22.0,0.0,2.0,7.0,28.0,13.0,0.23,12.0,1.0,0.08,39.0,5.0,0.33,55.0,0.0,26.04,35.2,32261.73,0.31,185.0,0.03,1792.32,916.53,0.38,8.0,14.0,28.0,0.17,66.0,119.0,15.0,16.0,75.0,14.06,57.0,1
9.0,0.0,4.0,6.0,16.0,5.0,0.14,8.0,1.0,0.2,18.0,1.0,0.0,31.0,0.0,41.1,7.0,2014.07,0.1,69.0,0.14,111.89,287.72,0.2,4.0,8.0,15.0,0.11,28.0,41.0,12.0,6.0,47.0,24.39,35.0,0
5.0,0.0,0.0,1.0,8.0,3.0,0.23,4.0,1.0,0.33,9.0,3.0,1.0,13.0,0.0,15.56,9.17,1307.38,0.05,33.0,0.11,72.63,142.62,1.0,2.0,4.0,8.0,0.14,15.0,18.0,9.0,11.0,21.0,7.14,13.0,0
7.0,0.0,0.0,0.0,12.0,4.0,0.24,6.0,1.0,0.25,14.0,1.0,0.0,17.0,0.0,30.91,5.95,1094.42,0.06,45.0,0.17,60.8,183.94,0.25,3.0,6.0,12.0,0.2,17.0,28.0,10.0,7.0,20.0,0.0,17.0,0
29.0,5.0,0.0,10.0,46.0,15.0,0.15,20.0,9.0,0.6,89.0,7.0,0.43,101.0,0.0,74.71,57.54,247345.66,1.43,699.0,0.02,13741.43,4298.67,0.47,13.0,23.0,76.0,0.11,274.0,425.0,50.0,21.0,131.0,9.01,101.0,0
5.0,2.0,2.0,37.0,12.0,3.0,0.2,4.0,1.0,0.33,11.0,1.0,0.0,13.0,0.0,37.97,10.24,3977.83,0.13,80.0,0.1,220.99,388.64,0.33,4.0,6.0,10.0,0.05,29.0,51.0,17.0,12.0,65.0,75.0,15.0,0
3.0,2.0,0.0,0.0,4.0,2.0,0.09,2.0,1.0,0.5,24.0,1.0,0.0,22.0,0.0,8.07,15.0,1816.2,0.04,35.0,0.07,100.9,121.08,0.5,1.0,2.0,24.0,0.09,25.0,10.0,5.0,6.0,23.0,0.0,22.0,0
11.0,2.0,0.0,7.0,14.0,6.0,0.4,4.0,2.0,0.33,19.0,5.0,0.8,15.0,0.0,25.38,10.68,2894.2,0.09,57.0,0.09,160.79,271.03,0.83,5.0,7.0,15.0,0.23,23.0,34.0,14.0,13.0,26.0,31.82,15.0,0
21.0,11.0,1.0,4.0,38.0,11.0,0.17,18.0,7.0,0.64,51.0,1.0,0.0,62.0,0.0,81.25,15.53,19594.18,0.42,208.0,0.06,1088.57,1261.75,0.09,10.0,19.0,42.0,0.15,99.0,109.0,51.0,16.0,75.0,7.46,63.0,0
130.0,5.0,22.0,37.0,230.0,68.0,0.28,108.0,7.0,0.1,239.0,13.0,0.18,222.0,0.0,48.71,95.41,443400.26,1.55,729.0,0.01,24633.35,4647.4,0.19,61.0,115.0,173.0,0.22,275.0,454.0,49.0,34.0,312.0,21.0,244.0,1
5.0,2.0,7.0,1.0,8.0,3.0,0.2,4.0,2.0,0.67,11.0,1.0,0.0,8.0,0.0,25.32,5.6,793.95,0.05,34.0,0.18,44.11,141.78,0.33,2.0,4.0,10.0,0.13,14.0,20.0,10.0,8.0,24.0,50.0,15.0,1
11.0,1.0,0.0,1.0,16.0,6.0,0.32,6.0,2.0,0.33,18.0,5.0,0.8,19.0,0.0,27.2,14.46,5691.65,0.13,81.0,0.07,316.2,393.5,0.83,5.0,8.0,14.0,0.26,27.0,54.0,14.0,15.0,23.0,5.0,19.0,0
1.0,4.0,0.0,7.0,0.0,1.0,0.2,0.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,24.58,3.5,301.14,0.03,24.0,0.29,16.73,86.04,1.0,0.0,0.0,6.0,0.06,7.0,17.0,6.0,6.0,16.0,58.33,5.0,0
33.0,18.0,11.0,18.0,46.0,17.0,0.27,14.0,14.0,0.82,76.0,11.0,0.63,53.0,0.0,52.98,30.46,49160.83,0.54,270.0,0.03,2731.16,1613.87,0.65,16.0,31.0,61.0,0.2,99.0,171.0,39.0,24.0,87.0,35.37,64.0,1
5.0,2.0,2.0,0.0,8.0,3.0,0.23,4.0,2.0,0.67,12.0,1.0,0.0,11.0,0.0,14.77,8.75,1131.09,0.04,31.0,0.11,62.84,129.27,0.33,2.0,4.0,11.0,0.18,14.0,17.0,8.0,10.0,17.0,15.38,13.0,1
1.0,2.0,2.0,25.0,0.0,1.0,0.11,0.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,33.62,6.0,1210.43,0.07,44.0,0.17,67.25,201.74,1.0,0.0,0.0,4.0,0.02,20.0,24.0,15.0,9.0,46.0,79.41,9.0,0
21.0,4.0,1.0,30.0,34.0,11.0,0.09,16.0,3.0,0.27,57.0,5.0,0.4,128.0,0.0,54.46,47.18,121239.71,0.86,435.0,0.02,6735.54,2569.5,0.45,9.0,17.0,48.0,0.06,163.0,272.0,38.0,22.0,180.0,19.5,129.0,0
1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,13.95,2.5,87.17,0.01,11.0,0.4,4.84,34.87,1.0,0.0,0.0,4.0,0.25,4.0,7.0,4.0,5.0,4.0,0.0,2.0,0
5.0,0.0,0.0,6.0,6.0,3.0,0.3,2.0,1.0,0.33,8.0,3.0,1.0,10.0,0.0,16.2,6.67,720.0,0.04,27.0,0.15,40.0,108.0,1.0,2.0,3.0,7.0,0.13,8.0,19.0,6.0,10.0,23.0,37.5,10.0,1
5.0,5.0,18.0,5.0,8.0,3.0,0.08,4.0,3.0,1.0,19.0,1.0,0.0,19.0,5.0,47.29,18.0,15322.27,0.28,155.0,0.06,851.24,851.24,0.33,2.0,4.0,18.0,0.05,72.0,83.0,30.0,15.0,59.0,54.76,37.0,1
13.0,0.0,2.0,12.0,22.0,7.0,0.19,10.0,1.0,0.14,24.0,3.0,0.33,35.0,0.0,29.66,21.71,13982.99,0.21,121.0,0.05,776.83,643.95,0.43,6.0,11.0,19.0,0.11,48.0,73.0,21.0,19.0,62.0,28.57,37.0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,7.24,2.5,45.24,0.01,7.0,0.4,2.51,18.09,1.0,0.0,0.0,3.0,0.14,1.0,6.0,1.0,5.0,7.0,25.0,3.0,0
1.0,4.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,1.0,5.0,1.0,0.0,10.0,0.0,36.77,4.25,664.17,0.05,40.0,0.24,36.9,156.28,1.0,0.0,0.0,6.0,0.07,17.0,23.0,10.0,5.0,14.0,0.0,10.0,0
11.0,5.0,2.0,3.0,20.0,6.0,0.21,10.0,5.0,0.83,25.0,1.0,0.0,27.0,0.0,35.38,13.0,5980.0,0.15,92.0,0.08,332.22,460.0,0.17,5.0,10.0,21.0,0.15,38.0,54.0,19.0,13.0,41.0,15.63,29.0,0
3.0,0.0,0.0,7.0,4.0,2.0,0.4,2.0,1.0,0.5,7.0,1.0,0.0,5.0,0.0,11.53,4.8,265.68,0.02,16.0,0.21,14.76,55.35,0.5,1.0,2.0,7.0,0.14,8.0,8.0,5.0,6.0,14.0,58.33,5.0,0
35.0,4.0,2.0,16.0,58.0,18.0,0.21,24.0,8.0,0.44,76.0,12.0,0.65,83.0,0.0,54.48,43.71,104105.19,0.79,394.0,0.02,5783.62,2381.49,0.67,17.0,30.0,60.0,0.14,153.0,241.0,42.0,24.0,133.0,17.82,85.0,1
5.0,1.0,11.0,0.0,14.0,3.0,0.1,4.0,2.0,0.67,10.0,1.0,0.0,18.0,0.0,26.58,11.14,3299.71,0.1,63.0,0.09,183.32,296.13,0.33,5.0,7.0,9.0,0.08,26.0,37.0,14.0,12.0,38.0,37.93,29.0,0
1.0,0.0,9.0,0.0,0.0,1.0,0.09,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,0.0,0.0,0.0,0.0,13.0,81.82,11.0,0
9.0,3.0,0.0,13.0,16.0,5.0,0.19,8.0,2.0,0.4,20.0,1.0,0.0,27.0,0.0,43.61,13.76,8256.62,0.2,112.0,0.07,458.7,600.05,0.2,4.0,8.0,17.0,0.11,43.0,69.0,25.0,16.0,47.0,32.5,27.0,1
37.0,8.0,15.0,24.0,54.0,19.0,0.22,20.0,11.0,0.58,66.0,9.0,0.44,71.0,0.0,49.82,40.73,82664.9,0.68,330.0,0.02,4592.49,2029.42,0.47,17.0,27.0,49.0,0.16,141.0,189.0,45.0,26.0,120.0,35.45,86.0,1
17.0,8.0,0.0,5.0,26.0,9.0,0.05,10.0,6.0,0.67,69.0,5.0,0.5,175.0,0.0,132.79,40.17,214260.87,1.78,859.0,0.02,11903.38,5333.92,0.56,8.0,13.0,62.0,0.04,316.0,543.0,59.0,15.0,223.0,2.78,175.0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,3.0,0.25,1.0,5.0,1.0,5.0,4.0,0.0,2.0,1
11.0,4.0,2.0,0.0,20.0,6.0,0.12,10.0,6.0,1.0,24.0,1.0,0.0,47.0,0.0,43.8,17.37,13214.9,0.25,142.0,0.06,734.16,760.77,0.17,5.0,10.0,20.0,0.1,67.0,75.0,27.0,14.0,58.0,4.08,49.0,1
49.0,6.0,6.0,34.0,76.0,25.0,0.18,30.0,9.0,0.36,90.0,11.0,0.42,134.0,0.0,64.97,41.08,109660.08,0.89,466.0,0.02,6092.23,2669.21,0.44,23.0,38.0,67.0,0.13,174.0,292.0,36.0,17.0,192.0,22.99,140.0,1
3.0,1.0,7.0,1.0,4.0,1.0,0.08,2.0,1.0,1.0,8.0,1.0,0.0,5.0,0.0,21.78,6.05,797.21,0.04,30.0,0.17,44.29,131.77,1.0,1.0,2.0,8.0,0.05,11.0,19.0,10.0,11.0,19.0,61.54,12.0,1
5.0,3.0,2.0,15.0,8.0,3.0,0.14,4.0,2.0,0.67,11.0,1.0,0.0,19.0,0.0,32.28,9.38,2837.13,0.1,59.0,0.11,157.62,302.63,0.33,2.0,4.0,10.0,0.06,25.0,34.0,20.0,15.0,49.0,47.22,21.0,1
1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,2.0,0.25,2.0,3.0,2.0,3.0,4.0,0.0,2.0,0
15.0,4.0,1.0,9.0,26.0,8.0,0.17,12.0,2.0,0.25,33.0,3.0,0.29,45.0,0.0,56.18,10.75,6492.35,0.2,112.0,0.09,360.69,603.94,0.38,7.0,13.0,27.0,0.13,43.0,69.0,28.0,14.0,62.0,18.18,46.0,0
3.0,4.0,3.0,0.0,4.0,2.0,0.14,2.0,2.0,1.0,9.0,1.0,0.0,11.0,0.0,18.61,11.88,2624.45,0.07,53.0,0.08,145.8,221.01,0.5,1.0,2.0,9.0,0.13,19.0,34.0,8.0,10.0,16.0,21.43,14.0,1
3.0,1.0,2.0,0.0,4.0,2.0,0.25,2.0,1.0,0.5,6.0,1.0,0.0,6.0,1.0,14.43,5.14,381.76,0.02,19.0,0.19,21.21,74.23,0.5,1.0,2.0,6.0,0.17,9.0,10.0,7.0,8.0,12.0,25.0,8.0,0
17.0,0.0,1.0,8.0,18.0,9.0,0.5,2.0,1.0,0.11,20.0,9.0,1.0,17.0,0.0,31.41,9.43,2792.06,0.1,63.0,0.11,155.11,296.13,1.0,8.0,14.0,13.0,0.3,22.0,41.0,14.0,12.0,30.0,34.62,18.0,0
1.0,1.0,0.0,3.0,0.0,1.0,0.2,0.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,34.38,3.75,483.48,0.04,33.0,0.27,26.86,128.93,1.0,0.0,0.0,5.0,0.06,15.0,18.0,10.0,5.0,16.0,37.5,5.0,0
1.0,2.0,2.0,25.0,0.0,1.0,0.04,0.0,1.0,1.0,3.0,1.0,0.0,22.0,0.0,64.59,9.82,6226.07,0.21,128.0,0.1,345.89,634.14,1.0,0.0,0.0,4.0,0.01,48.0,80.0,22.0,9.0,67.0,55.1,24.0,0
387.0,14.0,42.0,523.0,620.0,195.0,0.16,240.0,75.0,0.38,847.0,101.0,0.52,1163.0,0.0,267.52,157.53,6638898.42,14.05,5306.0,0.01,368827.68,42142.98,0.52,190.0,349.0,654.0,0.1,2107.0,3199.0,214.0,32.0,1879.0,32.7,1205.0,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,3.0,0.17,3.0,6.0,3.0,5.0,6.0,0.0,3.0,0
13.0,6.0,13.0,8.0,22.0,1.0,0.02,10.0,1.0,1.0,32.0,1.0,0.0,33.0,0.0,45.4,25.58,29694.32,0.39,195.0,0.04,1649.68,1161.07,1.0,6.0,11.0,27.0,0.02,93.0,102.0,40.0,22.0,61.0,38.89,46.0,1
5.0,2.0,0.0,1.0,8.0,3.0,0.21,4.0,3.0,1.0,10.0,1.0,0.0,14.0,0.0,28.61,9.67,2673.83,0.09,64.0,0.1,148.55,276.6,0.33,2.0,4.0,9.0,0.17,29.0,35.0,12.0,8.0,18.0,6.67,14.0,0
1.0,1.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0,2.4,2.5,15.0,0.0,6.0,0.4,0.83,6.0,1.0,0.0,0.0,3.0,0.14,5.0,1.0,1.0,1.0,7.0,0.0,6.0,0
45.0,11.0,4.0,156.0,76.0,23.0,0.09,32.0,13.0,0.57,149.0,8.0,0.32,259.0,0.0,120.85,54.03,352833.64,2.18,1042.0,0.02,19601.87,6529.99,0.35,22.0,38.0,128.0,0.05,412.0,630.0,61.0,16.0,505.0,38.19,263.0,0
5.0,5.0,3.0,0.0,8.0,3.0,0.13,4.0,3.0,1.0,13.0,1.0,0.0,20.0,0.0,23.79,11.25,3010.72,0.09,63.0,0.09,167.26,267.62,0.33,2.0,4.0,12.0,0.12,25.0,38.0,10.0,9.0,25.0,13.04,23.0,0
15.0,11.0,5.0,5.0,20.0,9.0,0.13,10.0,7.0,0.78,48.0,1.0,0.0,64.0,0.0,72.51,21.67,34038.15,0.52,253.0,0.05,1891.01,1570.99,0.11,5.0,10.0,41.0,0.11,117.0,136.0,54.0,20.0,84.0,13.51,69.0,0
1.0,0.0,18.0,0.0,0.0,1.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,50.11,12.46,7781.55,0.21,147.0,0.08,432.31,624.45,1.0,0.0,0.0,2.0,0.03,54.0,93.0,13.0,6.0,30.0,94.74,19.0,0
7.0,0.0,1.0,0.0,12.0,4.0,0.27,6.0,1.0,0.25,13.0,1.0,0.0,14.0,0.0,26.1,5.95,924.18,0.05,38.0,0.17,51.34,155.32,0.25,3.0,6.0,11.0,0.21,17.0,21.0,10.0,7.0,19.0,6.67,15.0,0
5.0,1.0,0.0,1.0,8.0,3.0,0.2,4.0,2.0,0.67,10.0,1.0,0.0,15.0,0.0,17.89,7.31,956.47,0.04,32.0,0.14,53.14,130.8,0.33,2.0,4.0,9.0,0.14,13.0,19.0,8.0,9.0,21.0,6.25,15.0,1
15.0,0.0,0.0,0.0,20.0,8.0,0.5,6.0,1.0,0.13,20.0,6.0,0.71,16.0,0.0,22.34,12.83,3679.66,0.1,61.0,0.08,204.43,286.73,0.75,7.0,10.0,14.0,0.36,22.0,39.0,12.0,14.0,22.0,0.0,16.0,0
1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,53.15,1.0,53.15,0.02,16.0,1.0,2.95,53.15,1.0,0.0,0.0,3.0,0.13,8.0,8.0,8.0,2.0,8.0,16.67,5.0,0
11.0,4.0,13.0,6.0,20.0,6.0,0.15,10.0,5.0,0.83,25.0,1.0,0.0,26.0,0.0,64.14,8.88,5061.35,0.19,105.0,0.11,281.19,569.76,0.17,5.0,10.0,21.0,0.11,41.0,64.0,30.0,13.0,54.0,42.22,39.0,1
17.0,7.0,0.0,19.0,32.0,9.0,0.11,16.0,6.0,0.67,51.0,1.0,0.0,84.0,0.0,54.89,29.67,48312.46,0.54,306.0,0.03,2684.03,1628.51,0.11,8.0,16.0,44.0,0.04,89.0,217.0,24.0,16.0,257.0,18.45,84.0,0
31.0,5.0,2.0,27.0,50.0,16.0,0.1,20.0,9.0,0.56,87.0,7.0,0.4,152.0,0.0,63.24,50.52,161387.41,1.06,569.0,0.02,8965.97,3194.77,0.44,15.0,25.0,73.0,0.07,174.0,395.0,31.0,18.0,214.0,16.02,154.0,1
7.0,2.0,0.0,2.0,10.0,4.0,0.17,4.0,3.0,0.75,12.0,3.0,0.67,24.0,0.0,31.72,17.63,9853.99,0.19,109.0,0.06,547.44,559.09,0.75,3.0,5.0,10.0,0.14,47.0,62.0,20.0,15.0,29.0,7.69,24.0,0
41.0,3.0,3.0,0.0,68.0,21.0,0.28,28.0,15.0,0.71,69.0,21.0,1.0,72.0,0.0,73.98,24.85,45693.84,0.61,331.0,0.04,2538.55,1838.57,1.0,20.0,34.0,50.0,0.25,130.0,201.0,34.0,13.0,83.0,4.0,75.0,0
3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,16.55,5.14,437.71,0.03,23.0,0.19,24.32,85.11,0.5,1.0,2.0,6.0,0.2,12.0,11.0,7.0,6.0,10.0,0.0,7.0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,1.0,0.0,0.0,2.0,0.25,2.0,5.0,2.0,5.0,4.0,0.0,2.0,0
1.0,3.0,2.0,4.0,0.0,1.0,0.03,0.0,1.0,1.0,29.0,1.0,0.0,30.0,0.0,87.18,11.51,11559.14,0.33,185.0,0.09,642.17,1003.86,1.0,0.0,0.0,30.0,0.02,87.0,98.0,34.0,9.0,66.0,16.67,32.0,0
9.0,3.0,1.0,1.0,10.0,5.0,0.22,4.0,4.0,0.8,17.0,4.0,0.75,22.0,0.0,25.01,14.12,4985.05,0.12,70.0,0.07,276.95,353.11,0.8,3.0,5.0,14.0,0.16,30.0,40.0,17.0,16.0,32.0,8.33,23.0,0
47.0,9.0,37.0,16.0,92.0,24.0,0.14,46.0,20.0,0.83,119.0,1.0,0.0,135.0,0.0,154.64,21.96,74563.65,1.13,510.0,0.05,4142.42,3395.69,0.04,23.0,46.0,97.0,0.11,217.0,293.0,84.0,17.0,225.0,28.19,172.0,1
11.0,5.0,3.0,6.0,20.0,6.0,0.19,10.0,6.0,1.0,24.0,1.0,0.0,29.0,0.0,42.16,12.57,6662.86,0.18,106.0,0.08,370.16,530.0,0.17,5.0,10.0,20.0,0.15,48.0,58.0,21.0,11.0,40.0,23.68,32.0,0
